entid,ANCHEYEAR,ANCHEDATE,EMPNUM,WOMEMPNUM,BUSST
203346791,2014,2015-05-13,8.0,,22
152782330,2015,2016-09-16,,,7
660558971,2015,2016-01-25,,,2
537509721,2013,2015-07-04,10.0,,2
196822628,2015,2016-02-12,7.0,,22
108393425,2013,2014-07-17,5.0,,3
949873187,2015,2016-09-25,6.0,,2
948701265,2015,2016-11-10,12.0,,2
247160753,2015,2016-12-07,7.0,,22
1230109619,2014,2015-07-07,,,2
1006300521,2014,2015-06-17,,,2
1108246963,2013,2015-05-11,,,2
1090957795,2013,2015-04-19,,,2
1116572001,2014,2015-03-23,,,2
1006300521,2015,2016-08-30,,,2
1145441671,2014,2015-04-29,8.0,,2
940460706,2015,2016-11-05,13.0,,22
243563367,2014,2015-02-16,8.0,,6
940460706,2013,2014-10-14,6.0,,22
968571103,2014,2015-09-07,,,2
770767650,2015,2016-03-18,,,2
669554763,2015,2016-08-23,,,2
537433230,2014,2015-11-10,,,7
1106099910,2015,2016-10-19,4.0,,2
603439209,2015,2016-03-29,2.0,,2
615971298,2013,2015-07-11,,,2
324589413,2015,2016-08-12,8.0,,2
723631918,2015,2016-04-29,,,2
127671566,2014,2015-02-28,7.0,,2
880417693,2015,2016-09-20,12.0,,22
443270860,2013,2015-10-28,,,2
1099008425,2014,2015-07-30,,,2
1106099910,2014,2015-04-14,4.0,,2
615971298,2014,2015-02-23,3.0,,2
1207408781,2013,2014-12-29,5.0,,2
32314617,2015,2016-12-19,,,2
711042749,2016,2017-06-20,3.0,5.0,2
913345620,2016,2017-05-20,7.0,5.0,2
1098623161,2016,2017-10-20,2.0,8.0,29
1003500663,2016,2017-03-20,7.0,4.0,29
141735269,2016,2017-03-20,2.0,4.0,2
45220215,2016,2017-08-20,5.0,8.0,12
1104063098,2016,2017-12-20,9.0,,2
1099008425,2016,2017-06-20,19.0,,13
347228778,2016,2017-06-15,19.0,7.0,22
331529733,2016,2017-04-20,9.0,10.0,2
279284306,2016,2017-04-07,12.0,3.0,22
473494994,2017,2018-03-16,10.0,5.0,22
968571103,2017,2018-02-05,9.0,10.0,22
1005025210,2016,2017-02-03,6.0,5.0,22
1060869475,2017,2018-04-29,407.0,109.0,22
918741735,2016,2017-06-02,10.0,6.0,22
918741735,2017,2018-03-29,7.0,9.0,22
950012650,2017,2018-09-04,220.0,60.0,22
1150076746,2017,2018-10-25,8.0,2.0,22
837237594,2017,2018-09-23,40.0,20.0,22
334420967,2017,2018-07-12,91.0,,22
526645376,2013,2014-03-27,4.0,,22
1028531518,2017,2018-06-16,10.0,9.0,22
762404914,2016,2017-06-17,10.0,8.0,22
462302367,2016,2017-08-08,4.0,5.0,15
1006300521,2016,2017-10-08,30.0,,22
443270860,2017,2018-12-14,3.0,8.0,22
1225411190,2016,2017-01-17,3.0,,24
700578529,2016,2017-02-21,8.0,3.0,22
1113996915,2016,2017-01-22,7.0,,24
53835321,2017,2018-01-28,4.0,8.0,22
760646267,2017,2018-06-28,4.0,9.0,22
548739766,2016,2017-10-16,3.0,2.0,22
607213067,2017,2018-07-08,11.0,,29
1111359214,2014,2015-07-17,,,29
1111359214,2016,2017-12-03,9.0,,29
178322777,2016,2017-08-17,8.0,4.0,22
1035196264,2015,2016-02-08,,,29
660558971,2016,2017-11-17,7.0,5.0,22
684573381,2013,2014-08-11,9.0,,22
1076908305,2016,2017-06-21,9.0,0.0,22
770157031,2017,2018-11-07,6.0,0.0,22
960769477,2017,2018-04-07,32.0,18.0,22
443137246,2015,2016-04-30,,,29
163124529,2017,2018-02-19,7.0,9.0,22
1211284469,2014,2017-03-29,2.0,,22
894806594,2017,2018-09-13,16.0,11.0,22
723631918,2016,2017-11-30,2.0,3.0,22
232187018,2017,2018-11-13,10.0,,22
232187018,2016,2017-01-07,3.0,,22
826854923,2016,2017-09-19,9.0,8.0,22
464134803,2017,2018-01-29,123.0,51.0,22
526645376,2017,2018-05-06,,,22
736872976,2015,,,,29
1188274904,2014,,,,29
300600833,2016,,,,22
937547203,2016,,9.0,,22
472989353,2017,2018-08-22,6.0,4.0,22
736213218,2017,2018-06-30,8.0,0.0,26
374030168,2017,,6.0,,22
1204085028,2015,,,,22
864245519,2017,,,,22
936037445,2015,,,,22
45540546,2017,,,,23
289473615,2017,,,,22
917987559,2017,,,,22
378823524,2017,,,,22
804713421,2017,2018-06-17,5.0,4.0,22
203346791,2017,2018-07-16,8.0,3.0,22
472989353,2018,,,,2
1199762353,2018,2019-03-15,9.0,7.0,2
649320591,2018,2019-04-21,5.0,5.0,2
130306957,2018,2019-09-22,128.0,19.0,2
572036420,2018,2019-06-15,8.0,9.0,2
492632493,2018,2019-11-27,9.0,4.0,2
11826214,2018,2019-05-07,9.0,5.0,2
948701265,2018,2019-11-19,7.0,7.0,2
224754756,2018,2019-04-11,8.0,8.0,2
322968473,2018,2019-07-25,29.0,16.0,2
603972065,2018,2019-07-20,11.0,8.0,2
711042749,2018,2019-06-19,10.0,9.0,2
1150076746,2018,2019-11-04,4.0,4.0,2
721349596,2018,2019-09-23,1.0,9.0,2
338692493,2018,2019-08-07,3.0,2.0,2
684573381,2018,2019-12-26,10.0,5.0,2
942317928,2018,2019-02-11,3.0,3.0,2
960769477,2018,2019-05-21,33.0,21.0,2
152782330,2018,2019-01-29,7.0,3.0,24
163124529,2018,2019-11-26,9.0,1.0,2
45220215,2018,2019-11-20,6.0,2.0,2
443137246,2018,2019-02-25,10.0,,29
603439209,2018,2019-08-24,7.0,2.0,2
105365710,2018,2019-01-26,48.0,32.0,2
1098623161,2018,2019-09-23,7.0,8.0,14
1044461579,2018,2019-07-27,3.0,4.0,2
965264347,2018,2019-06-26,10.0,9.0,2
284017529,2018,2019-04-04,8.0,2.0,2
178322777,2018,2019-04-10,10.0,4.0,2
8511896,2018,2019-03-17,13.0,1.0,2
599768165,2018,2019-03-09,1.0,9.0,2
11903114,2018,2019-05-18,6.0,5.0,2
305268000,2017,2018-12-23,5.0,2.0,28
305268000,2018,2019-01-20,6.0,3.0,28
422015928,2018,2019-03-22,12.0,4.0,2
1048596086,2018,2019-07-10,9.0,5.0,2
508315671,2018,2019-03-05,9.0,5.0,2
837237594,2018,2019-09-26,43.0,10.0,22
927396684,2018,2019-12-25,4.0,2.0,26
324818893,2018,2019-08-28,11.0,9.0,22
324818893,2017,2018-10-13,9.0,3.0,22
378823524,2018,2019-08-06,16.0,7.0,22
1090957795,2017,2018-01-23,8.0,1.0,22
770767650,2018,2019-01-03,11.0,7.0,22
481181384,2018,2019-08-13,88.0,72.0,22
936037445,2018,2019-08-28,5.0,7.0,15
1120871194,2018,2019-03-22,8.0,,22
1120871194,2017,2018-01-02,11.0,7.0,22
214737721,2018,2019-02-28,18.0,5.0,22
1215850375,2018,2019-12-19,5.0,1.0,22
864245519,2018,2019-07-14,8.0,5.0,22
486606086,2018,2019-04-10,4.0,1.0,22
926975391,2018,2019-09-29,6.0,5.0,22
289473615,2018,2019-09-12,8.0,9.0,22
509942549,2018,2019-01-12,4.0,6.0,22
943301698,2018,2019-08-26,5.0,,22
30500609,2018,2019-08-20,8.0,0.0,22
703447250,2018,2019-10-24,9.0,0.0,22
407661648,2018,2019-02-12,22.0,8.0,22
659025740,2018,2019-01-13,28.0,3.0,22
701025596,2018,2019-06-16,8.0,9.0,22
360269233,2018,2019-05-26,1.0,3.0,22
208866852,2018,2019-06-28,4.0,0.0,26
1192795944,2018,2019-09-14,15.0,8.0,22
1003500663,2018,2019-11-16,1.0,4.0,22
949873187,2018,2019-12-19,6.0,,22
940460706,2018,2019-08-17,10.0,,22
53835321,2018,2019-07-06,7.0,12.0,22
700578529,2018,2019-10-08,11.0,3.0,22
1225411190,2018,2019-07-28,5.0,,24
434626360,2018,2019-04-28,18.0,14.0,22
326595421,2018,2019-08-06,4.0,8.0,22
913345620,2018,2019-10-20,9.0,8.0,22
464134803,2018,2019-05-15,123.0,54.0,22
1199043082,2018,2019-05-09,7.0,4.0,22
347228778,2018,2019-01-12,12.0,5.0,22
802164874,2018,2019-01-24,22.0,12.0,22
191232865,2018,2019-04-25,7.0,6.0,22
857460567,2018,2019-08-15,8.0,9.0,22
910245437,2018,2019-08-10,9.0,7.0,26
894806594,2018,2019-04-08,22.0,17.0,22
924994030,2018,2019-09-01,202.0,60.0,22
1120826323,2018,2019-03-26,4.0,4.0,22
790724630,2018,2019-06-29,8.0,11.0,22
292237848,2018,2019-08-25,6.0,,22
1166850734,2018,2019-07-24,9.0,9.0,22
527652263,2018,2019-09-16,10.0,2.0,22
55491638,2018,2019-02-20,8.0,3.0,22
279284306,2018,2019-06-22,1.0,7.0,22
473494994,2018,2019-04-05,8.0,7.0,22
677588828,2018,2019-03-29,10.0,4.0,22
688083508,2018,2019-06-06,3.0,0.0,22
54281582,2018,2019-09-21,4.0,5.0,22
1074040658,2018,2019-04-26,7.0,8.0,22
1104563783,2018,2019-04-19,73.0,,22
732668281,2018,2019-11-25,5.0,9.0,22
385021799,2018,2019-11-19,8.0,,22
760646267,2018,2019-07-07,11.0,4.0,22
613611333,2018,2019-01-30,6.0,6.0,22
750128434,2018,2019-07-22,10.0,4.0,22
417191843,2018,2019-12-20,3.0,7.0,22
633603231,2018,2019-09-21,1.0,9.0,22
968571103,2018,2019-04-28,9.0,8.0,22
186993512,2018,2019-04-11,8.0,4.0,22
331529733,2018,2019-04-23,11.0,6.0,22
1108246963,2018,2019-07-22,14.0,1.0,22
131512759,2018,2019-05-08,9.0,2.0,28
409706163,2018,2019-04-20,10.0,3.0,26
886996058,2018,2019-04-19,9.0,4.0,28
405772950,2018,2019-01-04,10.0,1.0,26
140150149,2018,2019-11-22,3.0,8.0,22
732668281,2017,2019-06-25,11.0,10.0,22
383725886,2018,2019-10-28,8.0,10.0,22
1214405108,2017,2018-09-26,6.0,5.0,22
1214405108,2018,2019-04-24,9.0,8.0,22
324972341,2018,2019-05-16,7.0,9.0,22
380895347,2018,2019-12-09,2.0,9.0,22
191240530,2018,2019-03-14,19.0,11.0,22
537509721,2018,2019-01-27,5.0,,22
723631918,2018,2019-08-12,2.0,6.0,22
1210122181,2018,2019-07-19,9.0,,22
203346791,2018,2019-02-24,7.0,3.0,22
83014283,2017,2019-03-25,5.0,2.0,22
83014283,2018,2019-07-25,5.0,5.0,22
163511238,2018,2019-09-27,8.0,6.0,22
1214098496,2018,2019-07-16,5.0,1.0,22
761613431,2018,2019-01-04,8.0,9.0,22
250115004,2018,2019-06-04,4.0,4.0,22
660558971,2018,2019-03-29,7.0,4.0,22
340771941,2018,2019-01-20,6.0,3.0,26
141735269,2018,2019-03-19,4.0,10.0,26
430919330,2018,2019-04-30,10.0,1.0,26
347337004,2018,2019-01-24,11.0,3.0,22
324589413,2018,2019-08-21,1.0,7.0,28
1043072224,2018,2019-08-30,5.0,8.0,22
1065563579,2018,2019-01-01,8.0,4.0,22
1005025210,2018,2019-07-11,8.0,1.0,22
130237444,2018,2019-06-25,6.0,0.0,22
479923094,2018,2019-09-26,10.0,9.0,22
1028531518,2018,2019-11-24,11.0,5.0,22
850118958,2018,2019-05-11,8.0,5.0,22
950012650,2018,2019-09-15,193.0,60.0,22
628540474,2018,2019-08-27,6.0,8.0,22
1155247007,2018,2019-08-13,14.0,9.0,22
736872976,2017,2018-02-01,5.0,,29
736872976,2018,2019-06-02,,,29
1022265209,2018,2019-02-07,8.0,12.0,22
826854923,2018,2019-10-16,5.0,2.0,22
918741735,2018,2019-02-19,6.0,,24
332553501,2018,2019-10-07,8.0,3.0,26
219879421,2018,2019-11-10,8.0,4.0,22
137598294,2018,2019-06-19,7.0,10.0,22
755187932,2018,2019-10-09,3.0,4.0,22
770157031,2018,2019-10-23,8.0,0.0,22
775095550,2018,2019-03-28,8.0,3.0,28
473244476,2018,2019-09-10,10.0,0.0,22
737478864,2018,2019-02-24,33.0,7.0,22
1227681848,2018,2019-10-30,7.0,,22
537433230,2018,2019-03-31,1.0,6.0,24
1206918550,2018,2019-02-28,7.0,1.0,22
416716155,2018,2019-06-10,4.0,3.0,22
1220181559,2018,2019-10-13,1.0,5.0,22
127671566,2018,2019-11-13,7.0,9.0,22
935895460,2018,2019-12-02,13.0,8.0,22
1099008425,2018,2019-05-28,18.0,5.0,27
818851988,2018,2019-02-21,7.0,9.0,22
138912471,2018,2019-07-29,10.0,2.0,22
408897556,2018,2019-11-30,4.0,4.0,22
775095550,2017,2018-06-26,8.0,8.0,26
692178897,2018,2019-01-05,15.0,11.0,22
1106099910,2018,2019-02-22,9.0,9.0,15
880417693,2018,2019-11-23,4.0,5.0,22
158158746,2018,2019-03-26,10.0,3.0,22
917987559,2018,2019-08-09,4.0,4.0,22
374030168,2018,2019-02-18,2.0,,22
1173829576,2018,2019-05-27,0.0,0.0,22
1188274904,2018,2019-04-17,17.0,,29
1188274904,2017,2018-11-12,19.0,,29
104104541,2018,2019-12-27,9.0,,29
613339286,2018,2019-07-08,10.0,3.0,22
792720723,2018,2019-08-23,6.0,9.0,22
45540546,2018,2019-06-12,8.0,8.0,22
736213218,2018,2019-06-27,5.0,6.0,26
801775756,2018,2019-03-08,9.0,2.0,22
754120700,2018,2019-08-31,8.0,,22
462302367,2018,2019-05-04,12.0,7.0,15
242234409,2018,2019-06-14,5.0,8.0,27
885933834,2018,2019-01-27,18.0,6.0,22
642396055,2018,2019-03-06,9.0,9.0,22
1230109619,2018,2019-03-14,198.0,172.0,22
424026777,2018,2019-12-14,39.0,23.0,22
209711081,2018,2019-04-04,3.0,2.0,22
669554763,2018,2019-06-05,14.0,,22
526645376,2018,2019-12-09,7.0,,22
457661666,2018,2019-04-02,4.0,3.0,22
549998675,2018,2019-11-16,10.0,6.0,22
443270860,2018,2019-08-23,9.0,1.0,22
46754004,2018,2019-11-13,6.0,7.0,22
123542618,2018,2019-03-09,10.0,10.0,22
247160753,2018,2019-06-23,4.0,1.0,22
573995644,2018,2019-11-19,14.0,2.0,22
1207408781,2018,2019-11-20,9.0,2.0,22
374626775,2018,2019-02-24,11.0,8.0,22
611321799,2018,2019-11-09,11.0,6.0,22
628764983,2018,2019-12-09,37.0,6.0,22
745790838,2018,2019-05-18,5.0,10.0,22
196822628,2018,2019-07-24,7.0,8.0,22
32314617,2018,2019-01-28,3.0,2.0,22
1060869475,2018,2019-06-16,508.0,102.0,22
675931900,2018,2019-09-14,10.0,4.0,22
232187018,2018,2019-09-26,8.0,0.0,22
334420967,2018,2019-02-21,87.0,54.0,22
362629829,2018,2019-06-27,6.0,9.0,22
1006300521,2018,2019-07-08,7.0,7.0,22
538898887,2018,2019-03-17,2.0,2.0,22
620163806,2018,2019-11-21,13.0,6.0,22
136216434,2018,2019-10-06,8.0,9.0,22
1198389286,2018,2019-05-28,4.0,5.0,22
1076908305,2018,2019-02-08,5.0,9.0,22
1027035858,2018,2019-01-24,7.0,8.0,22
490793450,2018,2019-09-23,2.0,8.0,22
341861089,2018,2019-08-17,11.0,7.0,22
158286222,2013,2015-02-15,,,7
807391640,2015,2016-04-16,,,2
983049526,2014,2015-05-28,,,3
1014620141,2013,2014-02-19,2.0,,2
391384502,2014,2015-08-15,,,2
1170821300,2014,2015-04-27,,,2
952898326,2014,2015-09-13,,,2
789380757,2014,2015-04-27,5.0,,2
981042316,2013,2014-10-25,13.0,,2
1128120344,2014,2015-09-24,5.0,,2
114822988,2014,2015-02-02,17.0,,2
258497547,2015,2016-04-21,,,3
895149898,2013,2015-10-31,,,2
1027381971,2015,2016-04-19,,,2
354234447,2015,2016-08-02,,,2
186538560,2014,2015-11-14,,,2
1211820076,2014,2015-08-13,,,2
349194971,2014,2015-06-16,9.0,,2
609042115,2015,2016-05-01,,,2
503437104,2013,2014-06-17,18.0,,2
43508087,2014,2015-09-23,,,7
647305276,2015,2016-08-20,,,2
983963171,2015,2016-04-25,,,2
675476475,2013,2014-10-30,60.0,,2
273089396,2014,2015-07-09,,,2
11879056,2015,2016-05-12,,,2
195346865,2013,2015-12-19,,,2
188201477,2013,2015-12-27,,,2
188201477,2015,2016-05-23,,,2
722495531,2014,2015-11-13,,,7
406704808,2014,2015-02-28,,,3
406704808,2015,2016-07-18,,,3
887340189,2014,2015-08-17,,,2
479137124,2015,2016-09-23,5.0,,2
62236164,2015,2016-03-29,,,5
1056104267,2013,2015-06-26,,,2
1200765302,2013,2014-06-15,,,2
479137124,2013,2015-12-26,3.0,,2
472765231,2013,2015-05-24,24.0,,2
116650344,2014,2015-04-15,,,2
431806325,2013,2014-10-11,,,2
193996297,2015,2016-06-06,,,2
241664711,2013,2014-07-30,4.0,,2
1195913954,2014,2015-08-30,,,2
1165890393,2013,2014-10-15,,,2
574002370,2015,2016-07-16,,,2
704679891,2013,2014-01-25,,,3
174016066,2013,2014-10-11,22.0,,2
174016066,2014,2015-08-28,21.0,,2
1067859507,2015,2016-06-14,96.0,,2
1224295423,2014,2015-03-16,,,2
993791056,2014,2015-06-23,,,2
464689898,2016,2017-04-20,13.0,7.0,2
994377140,2016,2017-09-20,26.0,12.0,2
22065829,2016,2017-07-20,12.0,10.0,29
406704808,2016,2017-10-20,101.0,35.0,29
43508087,2016,2017-12-20,6.0,3.0,2
895149898,2016,2017-10-20,6.0,1.0,2
1002763026,2016,2017-04-06,9.0,7.0,22
5508393,2016,2017-08-20,12.0,1.0,2
684472775,2017,,12.0,7.0,22
983049526,2017,2018-02-24,2.0,3.0,22
533874303,2017,2018-10-23,7.0,5.0,22
717080844,2017,2018-03-20,9.0,10.0,22
822631215,2016,2018-04-06,3.0,4.0,16
284484051,2017,2018-04-15,7.0,1.0,22
273089396,2016,2017-11-19,4.0,10.0,22
426536647,2017,2018-09-17,9.0,7.0,22
281493524,2014,2015-01-08,36.0,,22
281493524,2015,2016-09-28,35.0,,22
756170963,2016,2017-04-28,13.0,7.0,22
807391640,2017,2018-10-25,20.0,7.0,22
895149898,2017,2018-02-19,5.0,3.0,26
1224682513,2014,2016-09-11,7.0,,22
952898326,2017,2018-09-29,9.0,1.0,22
1139167835,2016,2017-05-16,19.0,13.0,22
407662345,2017,2018-03-31,14.0,15.0,22
334098857,2016,2017-02-01,20.0,4.0,22
677932389,2017,2018-08-30,3.0,1.0,22
892196320,2017,2018-06-30,2.0,1.0,22
116650344,2016,2017-02-28,4.0,4.0,22
566716001,2016,2017-04-18,39.0,29.0,22
348794911,2012,2013-07-09,,,22
1165890393,2017,2018-02-26,15.0,2.0,26
1056104267,2016,2017-02-11,9.0,,22
1117061229,2014,2015-01-13,23.0,,22
1079065272,2016,2017-11-12,7.0,8.0,22
1178669067,2017,2018-04-28,5.0,5.0,22
93291786,2017,2018-03-20,40.0,14.0,22
845071982,2017,2018-05-25,10.0,5.0,22
774235200,2017,2018-01-28,6.0,9.0,24
241664711,2017,2018-11-26,10.0,5.0,22
490179017,2016,2017-12-15,10.0,4.0,22
549903142,2017,2018-08-17,2.0,,29
932644414,2016,2017-05-11,9.0,9.0,22
530925125,2014,,,,22
607271397,2016,,,,22
317176006,2015,,,,29
967916401,2017,2018-07-20,4.0,7.0,22
632352660,2017,2018-01-01,4.0,3.0,22
901842948,2015,,16.0,,29
897913579,2017,,,,22
485566966,2016,2017-11-15,7.0,1.0,22
986206434,2015,,6.0,,29
1108928915,2017,2018-04-22,6.0,2.0,22
1227965828,2016,2017-07-17,26.0,14.0,22
776724585,2016,2017-09-30,3.0,8.0,22
1076693099,2017,2018-06-28,8.0,1.0,22
875130972,2017,,,,22
47132699,2017,2018-11-30,10.0,6.0,22
852937779,2017,2018-01-30,1.0,7.0,22
109000061,2017,,,,22
804923936,2018,,,,2
566716001,2013,2015-02-11,,,2
240918338,2013,2015-09-29,8.0,,2
1094081770,2015,2016-02-08,,,1
1014620141,2015,2016-03-29,,,2
338893548,2013,2015-09-29,,,2
207081036,2013,2015-04-24,,,2
1068933732,2015,2016-11-20,,,2
807391640,2014,2016-01-16,24.0,,2
697910280,2015,2016-06-13,14.0,,2
258497547,2014,2015-07-26,,,3
550415772,2015,2016-04-12,,,2
939071641,2014,2015-05-11,,,2
158286222,2014,2015-10-15,,,7
981042316,2014,2015-06-15,6.0,,2
535903321,2013,2015-02-13,,,2
141454360,2015,2016-10-19,11.0,,2
547150076,2015,2016-06-22,,,5
273089396,2013,2015-03-09,5.0,,2
637198672,2014,2015-10-16,,,2
330570022,2013,2015-09-18,,,2
195346865,2014,2015-02-19,,,2
609042115,2014,2015-01-28,,,2
722495531,2013,2015-11-13,,,2
555629327,2014,2015-01-09,,,2
731114139,2015,2016-08-28,,,3
43508087,2013,2014-09-21,,,7
1154317216,2015,2016-10-17,,,2
590734540,2015,2016-04-27,,,7
406704808,2013,2014-03-21,67.0,,3
684352434,2015,2016-06-15,,,2
1207670140,2013,2015-05-18,,,2
1200765302,2014,2015-04-27,,,2
316047105,2015,2016-08-16,,,2
1200765302,2015,2016-01-06,,,2
932644414,2013,2015-11-06,,,2
891897604,2015,2016-12-20,,,2
62236164,2014,2015-07-28,,,2
533874303,2014,2015-02-21,,,2
774235200,2015,2016-10-15,,,7
176450308,2014,2015-06-21,,,3
1202534863,2015,2016-01-17,,,2
771719886,2013,2014-04-30,12.0,,2
936105819,2013,2015-11-13,,,2
41410728,2014,2016-04-29,,,2
774235200,2014,2015-11-20,,,7
1067859507,2013,2014-06-09,32.0,,2
1202534863,2013,2015-01-28,,,2
1202534863,2014,2015-05-28,,,2
789380757,2016,2017-03-20,105.0,22.0,2
258497547,2016,2017-05-20,1.0,6.0,29
983049526,2016,2017-12-20,5.0,3.0,29
503437104,2016,2017-10-20,23.0,3.0,2
981042316,2016,2017-11-20,4.0,3.0,2
241664711,2016,2017-01-20,9.0,7.0,2
1171511095,2016,2017-05-20,1.0,2.0,11
553685277,2016,2017-09-20,14.0,11.0,2
1026114200,2016,2017-01-20,2.0,7.0,2
759148318,2016,2017-01-20,10.0,10.0,2
443503060,2017,2018-08-16,34.0,6.0,22
406704808,2017,2018-07-14,133.0,21.0,22
632352660,2015,2018-11-30,5.0,,22
180058780,2016,2017-02-07,77.0,14.0,22
464689898,2013,2016-11-27,4.0,,22
464689898,2015,2016-08-26,6.0,,22
156971183,2017,2018-10-15,9.0,3.0,22
459023004,2017,2018-07-28,11.0,7.0,22
704679891,2017,2018-12-14,7.0,2.0,22
22426018,2017,2018-08-21,5.0,4.0,22
273089396,2017,2018-01-29,3.0,5.0,22
547150076,2016,2017-04-10,3.0,,24
114822988,2017,2018-05-18,15.0,,22
1211820076,2017,2018-07-03,11.0,7.0,22
683585420,2017,2018-01-21,14.0,7.0,22
982383623,2017,2018-02-26,13.0,3.0,22
1026114200,2017,2018-06-19,10.0,5.0,22
334098857,2017,2018-12-14,17.0,5.0,22
1171511095,2017,2018-06-30,9.0,4.0,16
824528719,2016,2017-05-15,7.0,5.0,26
824528719,2017,2018-10-19,11.0,7.0,26
939071641,2017,2018-04-30,2.0,4.0,22
939071641,2016,2017-03-02,8.0,8.0,22
1056104267,2017,2018-08-06,1.0,,22
1117061229,2013,2014-02-19,17.0,,22
307660534,2014,2017-10-23,10.0,,24
1178669067,2015,2016-02-20,2.0,,22
1178669067,2016,2017-10-23,5.0,1.0,22
73118731,2017,2018-01-11,5.0,8.0,22
1207807961,2014,2015-04-08,9.0,,22
774235200,2016,2017-10-03,6.0,7.0,24
1207670140,2017,2018-10-12,7.0,6.0,22
1216733585,2017,2018-10-13,5.0,1.0,22
895605368,2015,2016-11-19,,,29
530925125,2015,,,,22
317176006,2016,,,,29
158286222,2016,,,,24
967916401,2016,2017-08-15,7.0,4.0,22
901842948,2016,,,,29
897913579,2016,,,,22
249897161,2017,,,,22
964911449,2017,,9.0,,22
986206434,2016,,,,29
567925836,2016,2017-11-12,2.0,9.0,22
485566966,2017,2018-12-13,2.0,6.0,22
1227965828,2017,2018-12-19,23.0,8.0,22
1099163323,2017,2018-12-23,11.0,5.0,22
1017014251,2016,2017-08-19,3.0,1.0,22
348794911,2008,,6.0,,22
678974301,2017,2018-02-28,7.0,2.0,22
691535799,2017,2018-12-26,3.0,8.0,22
158286222,2017,,,,24
930564465,2017,2018-07-08,3.0,2.0,22
286283900,2016,2017-05-28,12.0,,29
895605368,2016,2017-09-27,8.0,,29
141454360,2013,2014-09-06,3.0,,2
808058276,2014,2015-12-02,9.0,,2
27679069,2014,2015-04-26,,,2
683585420,2013,2015-06-30,,,2
338893548,2014,2015-04-15,,,2
258497547,2013,2015-12-26,,,3
759148318,2013,2015-11-30,,,2
912867997,2014,2015-03-19,,,2
1084995643,2014,2015-10-22,,,7
982383623,2015,2016-03-22,,,2
156971183,2015,2016-03-20,,,2
964911449,2015,2016-11-13,5.0,,2
186538560,2013,2015-11-28,,,2
186538560,2015,2016-05-03,,,2
394521948,2013,2015-09-26,,,2
273089396,2015,2016-09-09,2.0,,2
717080844,2013,2015-02-10,,,3
1094561478,2014,2016-11-27,7.0,,2
128629107,2013,2015-01-28,12.0,,2
109000061,2014,2015-06-11,,,2
426536647,2014,2015-04-15,,,2
1094561478,2015,2016-09-27,2.0,,2
43508087,2015,2016-08-28,,,7
23341331,2015,2016-06-29,,,3
472765231,2014,2015-10-24,21.0,,2
334098857,2014,2015-06-20,,,2
1056104267,2015,2016-01-19,16.0,,2
193996297,2014,2015-08-03,,,2
38419352,2015,2016-02-17,16.0,,22
1100313882,2013,2015-05-30,6.0,,2
533874303,2013,2014-07-16,12.0,,2
994377140,2013,2015-01-20,9.0,,2
116650344,2015,2016-07-13,,,2
944292542,2013,2015-12-02,,,2
552651300,2013,2015-12-15,,,2
1079065272,2014,2015-11-25,,,2
1137436455,2015,2016-06-03,,,2
651030082,2015,2016-07-22,,,2
518841562,2013,2015-10-19,,,2
1224295423,2015,2016-08-17,,,2
983088032,2016,2017-01-20,15.0,11.0,2
845071982,2016,2017-01-20,3.0,8.0,2
186538560,2016,2017-05-20,14.0,8.0,2
23341331,2016,2017-12-20,6.0,0.0,29
675476475,2016,2017-07-20,67.0,11.0,2
1224682513,2016,2017-12-20,9.0,5.0,2
779488130,2016,2017-06-20,2.0,,2
574002370,2016,2017-06-20,9.0,,2
590734540,2016,2017-09-20,10.0,5.0,2
1099163323,2016,2017-06-22,7.0,7.0,22
156971183,2016,2017-07-20,7.0,7.0,2
10231403,2016,2017-01-20,6.0,9.0,2
354234447,2016,2017-12-21,6.0,10.0,22
1184704539,2017,2018-08-21,4.0,7.0,22
394521948,2017,2018-07-07,7.0,1.0,22
822631215,2017,2018-09-06,6.0,0.0,16
756170963,2017,2018-01-19,13.0,4.0,22
807391640,2016,2017-07-17,25.0,10.0,22
553685277,2017,2018-06-11,13.0,12.0,26
683585420,2016,2017-09-25,11.0,10.0,22
1139167835,2017,2018-01-25,14.0,14.0,22
398665284,2017,2018-09-03,12.0,3.0,22
1195913954,2017,2018-08-12,10.0,11.0,22
776669580,2017,2018-02-07,5.0,4.0,22
1170821300,2017,2018-04-18,10.0,2.0,22
637198672,2017,2018-01-22,9.0,9.0,22
944292542,2016,2017-07-20,10.0,0.0,22
944292542,2017,2018-10-26,6.0,7.0,22
240392360,2015,2016-12-15,202.0,,22
240392360,2016,2017-10-27,203.0,35.0,22
174016066,2017,2018-03-02,6.0,8.0,22
1007419866,2016,2017-02-21,4.0,5.0,22
1079065272,2017,2018-12-05,5.0,4.0,22
307660534,2015,2017-04-23,5.0,,24
330570022,2017,2018-10-24,10.0,1.0,26
230631274,2016,2017-11-25,10.0,0.0,15
705940562,2017,2018-05-28,9.0,8.0,22
705940562,2014,2017-01-29,7.0,,22
10231403,2017,2018-04-16,6.0,2.0,22
207081036,2016,2017-07-07,0.0,3.0,15
1094081770,2017,2018-08-26,12.0,,22
808058276,2016,2018-12-15,0.0,2.0,15
241664711,2015,2016-03-16,3.0,,22
354234447,2017,2018-03-28,2.0,11.0,22
