entid,region_id,entertype_tax,industry_tax,registertype,economic_type,incometax_rate,collection_type,EMPNUM,year
830315263,1875,,,20,922,,2,2.0,2016.0
143154289,1954,0.0,2.0,20,278,0.25,0,1.0,
1116990859,1827,,,9,1017,,2,10.0,2016.0
1116990859,1827,,,9,1016,,2,10.0,2015.0
1116990859,1827,,,9,1017,0.25,2,10.0,2017.0
886230972,1796,0.0,2.0,29,469,0.25,0,,
886230972,1796,,,29,1368,,2,21.0,2016.0
886230972,1796,,,29,1368,,2,10.0,2015.0
886230972,1796,,,9,1368,0.25,2,30.0,2017.0
885903287,1825,,,11,1154,,2,5.0,2016.0
885903287,1825,,,11,1154,0.25,2,2.0,2017.0
359860980,1923,0.0,2.0,9,300,0.25,0,35.0,
359860980,1923,0.0,2.0,9,300,0.25,0,35.0,
359860980,1950,,,9,1012,,2,35.0,2016.0
359860980,1950,,,9,1012,,2,35.0,2015.0
359860980,1950,,,9,1012,0.25,2,35.0,2017.0
316047105,1975,0.0,1.0,2,237,0.25,0,202.0,
316047105,1975,,,2,891,,2,230.0,2016.0
316047105,1975,,,2,891,,2,230.0,2015.0
316047105,1975,,,2,891,0.25,2,202.0,2017.0
1104063098,1923,0.0,2.0,20,283,0.25,0,,
1104063098,1923,,,20,990,,2,2.0,2016.0
1104063098,1932,,,20,990,,2,2.0,2015.0
1017014251,1827,,,9,1126,,2,3.0,2016.0
1017014251,1827,,,9,1126,0.25,2,3.0,2017.0
362629829,1892,0.0,2.0,9,342,0.25,0,,
362629829,1892,,,9,1072,,2,3.0,2016.0
362629829,1892,,,9,1072,,2,3.0,2015.0
362629829,1892,,,9,1072,0.25,2,5.0,2017.0
730492514,1825,,,20,1017,,2,5.0,2016.0
730492514,1825,,,20,1016,,2,5.0,2015.0
730492514,1825,,,20,1017,0.25,2,1.0,2017.0
803076510,1824,,,20,1017,,2,1.0,2016.0
803076510,1824,,,20,1016,,2,3.0,2015.0
803076510,1824,,,20,1017,0.25,2,1.0,2017.0
333658867,1863,0.0,1.0,9,88,0.25,0,,
333658867,1863,,,9,630,,2,19.0,2016.0
333658867,1863,,,9,630,,2,42.0,2015.0
333658867,1863,,,9,630,0.25,2,19.0,2017.0
274126134,1819,0.0,2.0,24,258,0.25,0,2.0,
274126134,1826,,,25,1017,,2,6.0,2016.0
274126134,1826,,,25,1016,,2,6.0,2015.0
274126134,1826,,,25,1017,0.25,2,6.0,2017.0
1099008425,1973,0.0,2.0,9,405,0.25,0,1.0,
1099008425,1973,,,9,1203,,2,1.0,2016.0
1099008425,1973,,,9,1203,,2,1.0,2015.0
1099008425,1973,,,9,1203,0.25,2,1.0,2017.0
653322980,1987,0.0,2.0,20,305,0.25,0,5.0,
653322980,1824,,,20,1017,,2,5.0,2016.0
653322980,1824,,,20,1016,,2,5.0,2015.0
653322980,1824,,,20,1017,0.25,2,2.0,2017.0
26159947,1987,0.0,2.0,20,305,0.25,0,1.0,
26159947,1823,,,9,1017,,2,5.0,2016.0
26159947,1823,,,9,1016,,2,3.0,2015.0
26159947,1823,,,9,1017,0.25,2,3.0,2017.0
1006300521,1923,0.0,1.0,9,212,0.25,0,,
1006300521,1923,,,9,833,,2,24.0,2016.0
1006300521,1952,,,9,833,,2,24.0,2015.0
1006300521,1952,,,9,833,0.25,2,54.0,2017.0
1082812466,1890,0.0,2.0,9,15,0.25,0,,
1082812466,1890,,,9,521,,2,5.0,2016.0
1082812466,1890,,,9,521,,2,5.0,2015.0
1082812466,1890,,,9,521,0.25,2,5.0,2017.0
144754142,1824,,,9,1381,,2,2.0,2016.0
144754142,1824,,,9,1381,0.25,2,1.0,2017.0
1140424250,1969,0.0,1.0,20,132,0.25,0,4.0,
1140424250,1824,,,20,689,,2,5.0,2016.0
1140424250,1824,,,20,689,,2,12.0,2015.0
1140424250,1824,,,20,689,0.25,2,4.0,2017.0
662316493,1983,0.0,1.0,9,146,0.25,1,,
662316493,1983,,,9,719,,2,3.0,2016.0
662316493,1983,,,9,719,,2,2.0,2015.0
662316493,1983,,,9,719,0.25,2,2.0,2017.0
906699897,1839,0.0,2.0,9,289,0.25,0,,
906699897,1839,,,20,997,,2,3.0,2016.0
906699897,1844,,,20,997,,2,3.0,2015.0
935895460,1923,0.0,1.0,9,166,0.25,0,,
935895460,1923,,,9,747,,2,7.0,2016.0
935895460,1932,,,9,747,,2,3.0,2015.0
935895460,1932,,,9,747,0.25,2,7.0,2017.0
538898887,1883,0.0,1.0,9,117,0.25,0,,
538898887,1883,,,9,677,,2,49.0,2016.0
538898887,1883,,,9,677,,2,49.0,2015.0
538898887,1883,,,9,677,0.25,2,30.0,2017.0
167388467,1824,,,9,1244,,2,4.0,2016.0
167388467,1824,,,9,1244,,2,4.0,2015.0
167388467,1824,,,9,1244,0.25,2,5.0,2017.0
32052142,1862,0.0,2.0,20,290,0.25,0,,
32052142,1862,,,20,998,,2,15.0,2016.0
32052142,1862,,,20,998,,2,4.0,2015.0
32052142,1862,,,20,998,0.25,2,14.0,2017.0
887340189,1954,0.0,1.0,9,74,0.25,0,,
887340189,1954,,,20,615,,2,10.0,2016.0
887340189,1956,,,20,615,,2,10.0,2015.0
887340189,1956,,,20,615,0.25,2,20.0,2017.0
1059796555,1866,0.0,2.0,9,478,0.25,1,,
1059796555,1866,,,9,1381,,2,18.0,2016.0
1059796555,1866,,,9,1381,,2,40.0,2015.0
1059796555,1866,,,20,1381,0.25,2,18.0,2017.0
1184704539,1819,0.0,2.0,20,309,0.25,0,,
1184704539,1821,,,9,1049,,2,5.0,2016.0
1184704539,1821,,,20,1021,,2,,2015.0
1184704539,1821,,,9,1049,0.25,2,3.0,2017.0
412987664,1800,,,20,1308,,2,3.0,2016.0
412987664,1800,,,20,1308,,2,3.0,2015.0
412987664,1800,,,20,1308,0.25,2,3.0,2017.0
225147557,1819,0.0,2.0,20,422,0.25,0,,
225147557,1837,,,9,1250,,2,8.0,2016.0
225147557,1819,,,9,1250,,2,,2015.0
225147557,1837,,,9,1250,0.25,2,7.0,2017.0
403882252,1893,0.0,2.0,20,307,0.25,0,3.0,
403882252,1893,,,20,1018,,2,3.0,2016.0
403882252,1893,,,20,1018,,2,3.0,2015.0
403882252,1893,,,20,1018,0.25,2,5.0,2017.0
921712686,1875,0.0,2.0,20,291,0.25,0,,
921712686,1875,,,20,999,,2,7.0,2016.0
921712686,1875,,,20,999,,2,2.0,2015.0
921712686,1875,,,20,1097,0.25,2,6.0,2017.0
145669153,1838,,,20,1366,,2,2.0,2016.0
145669153,1844,,,20,1366,0.25,2,1.0,2017.0
73643264,1819,0.0,2.0,20,258,0.25,0,3.0,
73643264,1825,,,20,1017,,2,11.0,2016.0
73643264,1825,,,20,1016,,2,11.0,2015.0
73643264,1825,,,20,1017,0.25,2,5.0,2017.0
1074061048,1923,0.0,2.0,20,373,0.25,0,,
1074061048,1923,,,20,1126,,2,203.0,2016.0
1074061048,1949,,,20,1126,,2,75.0,2015.0
1074061048,1949,,,20,1126,0.25,2,207.0,2017.0
436888913,1819,0.0,2.0,20,258,0.25,0,1.0,
436888913,1821,,,20,1017,,2,3.0,2016.0
436888913,1821,,,20,1016,,2,3.0,2015.0
436888913,1821,,,20,1017,0.25,2,3.0,2017.0
567925836,1825,,,20,1366,,2,5.0,2016.0
567925836,1825,,,20,1366,0.25,2,1.0,2017.0
290921603,1819,0.0,1.0,20,180,0.25,0,8.0,
290921603,1824,,,20,775,,2,20.0,2016.0
290921603,1824,,,20,775,,2,20.0,2015.0
290921603,1824,,,20,775,0.25,2,6.0,2017.0
1032194813,1954,0.0,1.0,9,202,0.25,0,,
1032194813,1954,,,9,818,,2,23.0,2016.0
1032194813,1966,,,9,818,,2,23.0,2015.0
1032194813,1961,,,9,818,0.25,2,8.0,2017.0
226901265,1794,0.0,1.0,25,215,0.25,0,,
226901265,1794,,,25,836,,2,83.0,2016.0
226901265,1807,,,25,769,,2,132.0,2015.0
226901265,1807,,,25,836,0.25,2,85.0,2017.0
684025094,1869,0.0,1.0,9,156,0.25,0,,
684025094,1869,,,9,730,,2,50.0,2016.0
684025094,1869,,,9,722,,2,50.0,2015.0
684025094,1869,,,20,730,0.25,2,1.0,2017.0
460665239,1922,0.0,1.0,20,35,0.25,0,,
460665239,1922,,,20,555,,2,3.0,2016.0
460665239,1919,,,20,555,,2,3.0,2015.0
460665239,1919,,,9,555,0.25,2,1.0,2017.0
620163806,1954,0.0,2.0,20,388,0.25,0,,
620163806,1954,,,20,1163,,2,36.0,2016.0
620163806,1966,,,20,1163,,2,35.0,2015.0
620163806,1961,,,20,1163,0.25,2,9.0,2017.0
457661666,1923,,,9,1012,,2,2.0,2016.0
457661666,1949,,,9,1012,0.25,2,2.0,2017.0
889021404,1981,0.0,1.0,9,101,0.25,0,,
889021404,1981,,,9,648,,2,8.0,2016.0
889021404,1981,,,9,648,,2,8.0,2015.0
889021404,1981,,,9,648,0.25,2,8.0,2017.0
287721166,1819,0.0,2.0,20,418,0.25,0,,
287721166,1825,,,20,1245,,2,1.0,2016.0
287721166,1825,,,20,1245,,2,,2015.0
287721166,1825,,,9,1245,0.25,2,1.0,2017.0
1039230602,1923,0.0,2.0,9,295,0.25,1,,
1039230602,1923,,,9,1008,,2,2.0,2016.0
1039230602,1936,,,9,1008,,2,5.0,2015.0
1039230602,1936,,,9,1008,0.25,2,3.0,2017.0
272482765,1850,,2.0,9,300,0.25,1,,
272482765,1850,,,9,1012,,2,5.0,2016.0
272482765,1850,,,9,1012,,2,8.0,2015.0
272482765,1850,,,9,863,0.25,2,14.0,2017.0
847821512,1973,,,9,1032,,2,2.0,2016.0
847821512,1973,,,9,1032,,2,2.0,2015.0
847821512,1973,,,9,1032,0.25,2,2.0,2017.0
630153635,1983,,,20,922,,2,4.0,2016.0
630153635,1983,,,20,922,,2,4.0,2015.0
630153635,1983,,,9,922,0.25,2,3.0,2017.0
382011199,1808,0.0,2.0,24,405,0.25,0,,
382011199,1808,,,24,1203,,2,112.0,2016.0
382011199,1808,,,24,1203,,2,2.0,2015.0
382011199,1808,,,24,1203,0.25,2,149.0,2017.0
362609371,1823,,,20,1154,,2,8.0,2016.0
362609371,1823,,,20,1154,,2,8.0,2015.0
362609371,1823,,,20,1154,0.25,2,3.0,2017.0
912867997,1819,0.0,2.0,9,258,0.25,0,3.0,
912867997,1827,,,20,1017,,2,2.0,2016.0
912867997,1827,,,9,1016,,2,5.0,2015.0
912867997,1827,,,9,1017,0.25,2,1.0,2017.0
991078809,1819,0.0,2.0,20,258,0.25,0,3.0,
991078809,1824,,,20,1017,,2,3.0,2016.0
991078809,1824,,,20,1016,,2,3.0,2015.0
991078809,1824,,,20,1017,0.25,2,3.0,2017.0
927211389,1819,0.0,2.0,20,306,0.25,0,1.0,
927211389,1825,,,20,1072,,2,1.0,2016.0
927211389,1825,,,20,1018,,2,1.0,2015.0
927211389,1825,,,9,1072,0.25,2,2.0,2017.0
990347830,1819,0.0,2.0,20,306,0.25,0,2.0,
990347830,1825,,,20,1072,,2,2.0,2016.0
990347830,1825,,,20,1018,,2,2.0,2015.0
990347830,1825,,,20,1072,0.25,2,1.0,2017.0
468226810,1825,,,9,1017,,2,2.0,2016.0
468226810,1825,,,9,1016,,2,2.0,2015.0
468226810,1825,,,9,1017,0.25,2,1.0,2017.0
414730837,1794,0.0,2.0,9,296,0.25,1,,
414730837,1794,,,9,1009,,2,3.0,2016.0
414730837,1808,,,9,1009,,2,1.0,2015.0
414730837,1808,,,20,1009,0.25,2,3.0,2017.0
38086839,1892,0.0,2.0,29,495,0.25,0,,
942000839,1893,0.0,2.0,26,258,0.25,0,19.0,
942000839,1893,,,26,976,,2,19.0,2016.0
942000839,1893,,,26,976,,2,19.0,2015.0
463918370,1822,,,20,1072,,2,1.0,2016.0
463918370,1822,,,20,1018,,2,5.0,2015.0
463918370,1822,,,20,1072,0.25,2,1.0,2017.0
780102453,1824,,,20,1072,,2,2.0,2016.0
780102453,1824,,,20,1018,,2,3.0,2015.0
552525326,1849,0.0,2.0,9,397,0.25,0,1.0,
552525326,1850,,,9,1245,,2,2.0,2016.0
552525326,1850,,,9,1184,,2,0.0,2015.0
552525326,1850,,,9,1245,0.25,2,8.0,2017.0
636700424,1819,0.0,2.0,20,306,0.25,0,2.0,
636700424,1821,,,9,1072,,2,2.0,2016.0
636700424,1821,,,9,1018,,2,2.0,2015.0
636700424,1821,,,9,1072,0.25,2,1.0,2017.0
528260670,1829,,,9,1072,,2,3.0,2016.0
528260670,1829,,,9,1018,,2,3.0,2015.0
538525337,1981,0.0,2.0,9,262,0.25,0,,
538525337,1981,,,9,963,,2,13.0,2016.0
538525337,1981,,,9,963,,2,13.0,2015.0
538525337,1981,,,20,963,0.25,2,13.0,2017.0
377846504,1954,0.0,2.0,9,277,0.25,0,,
377846504,1954,,,9,981,,2,5.0,2016.0
377846504,1955,,,9,981,,2,2.0,2015.0
377846504,1955,,,20,981,0.25,2,5.0,2017.0
653469865,1827,,,20,1419,,2,5.0,2016.0
653469865,1827,,,20,1419,,2,5.0,2015.0
653469865,1827,,,20,1275,0.25,2,1.0,2017.0
1063866717,1819,0.0,2.0,20,358,0.25,0,1.0,
1063866717,1822,,,9,1110,,2,2.0,2016.0
1063866717,1822,,,9,1110,,2,10.0,2015.0
1063866717,1822,,,9,1110,0.25,2,2.0,2017.0
855724058,1825,,,20,832,,2,3.0,2016.0
855724058,1825,,,20,832,,2,3.0,2015.0
855724058,1825,,,20,832,0.25,2,1.0,2017.0
500878700,1829,,,9,1244,,2,3.0,2016.0
500878700,1829,,,9,1244,0.25,2,1.0,2017.0
1099163323,1987,0.0,2.0,20,305,0.25,0,1.0,
1099163323,1823,,,20,1017,,2,3.0,2016.0
1099163323,1823,,,20,1016,,2,3.0,2015.0
1099163323,1823,,,20,1017,0.25,2,3.0,2017.0
881548882,1824,,,9,832,,2,12.0,2016.0
881548882,1824,,,9,832,,2,5.0,2015.0
881548882,1824,,,9,832,0.25,2,15.0,2017.0
574002370,1819,0.0,2.0,20,252,0.25,0,,
574002370,1833,,,20,915,,2,2.0,2016.0
574002370,1831,,,20,915,,2,3.0,2015.0
574002370,1833,,,9,915,0.25,2,5.0,2017.0
155013668,1954,0.0,1.0,9,164,0.25,0,,
155013668,1954,,,9,741,,2,25.0,2016.0
155013668,1964,,,9,741,,2,250.0,2015.0
155013668,1964,,,9,883,0.25,2,21.0,2017.0
1101790053,1987,0.0,2.0,20,273,0.25,0,1.0,
1101790053,1821,,,9,1017,,2,3.0,2016.0
1101790053,1821,,,20,1016,,2,3.0,2015.0
1101790053,1821,,,9,1017,0.25,2,2.0,2017.0
856995987,1987,0.0,2.0,20,342,0.25,0,1.0,
856995987,1824,,,20,1072,,2,10.0,2016.0
856995987,1824,,,20,1018,,2,10.0,2015.0
856995987,1824,,,20,1072,0.25,2,1.0,2017.0
809797407,1989,0.0,2.0,20,258,0.25,0,1.0,
809797407,1991,,,20,966,,2,2.0,2016.0
809797407,1991,,,20,966,,2,10.0,2015.0
809797407,1991,,,20,966,0.25,2,6.0,2017.0
276650889,2010,,,20,913,,2,6.0,2016.0
276650889,2010,,,20,913,,2,6.0,2015.0
276650889,2010,,,20,913,0.25,2,8.0,2017.0
80703996,2008,0.0,1.0,20,108,0.25,0,5.0,
80703996,2008,,,20,674,,2,3.0,2016.0
80703996,2008,,,20,674,,2,68.0,2015.0
80703996,2008,,,20,674,0.25,2,2.0,2017.0
940335302,2043,0.0,2.0,20,306,0.25,0,8.0,
940335302,2043,,,9,915,,2,8.0,2016.0
940335302,2043,,,20,1061,,2,8.0,2015.0
940335302,2043,,,20,915,0.25,2,1.0,2017.0
875130972,1991,,,20,1254,,2,2.0,2016.0
875130972,1991,,,20,1254,,2,2.0,2015.0
930564465,1991,,,20,1331,,2,2.0,2016.0
930564465,1991,,,20,1331,,2,2.0,2015.0
930564465,1991,,,20,1331,0.25,2,1.0,2017.0
434079356,1993,,,9,1159,,2,2.0,2016.0
434079356,1993,,,9,1159,0.25,2,1.0,2017.0
1189266752,2026,0.0,2.0,9,306,0.25,0,10.0,
1189266752,2026,,,9,1072,,2,20.0,2016.0
1189266752,2026,,,9,1072,,2,20.0,2015.0
1189266752,2026,,,9,1072,0.25,2,1.0,2017.0
130477767,2013,,,20,1062,,2,5.0,2016.0
1227739246,2023,0.0,2.0,20,306,0.25,0,1.0,
1227739246,2024,,,20,1061,,2,3.0,2016.0
508315671,1989,0.0,2.0,9,478,0.25,0,4.0,
508315671,1998,,,9,1381,,2,5.0,2016.0
508315671,1998,,,9,1381,,2,2.0,2015.0
508315671,1998,,,9,1381,0.25,2,4.0,2017.0
173537668,2009,0.0,2.0,9,258,0.25,0,9.0,
656666928,2028,,,20,681,0.25,2,2.0,2017.0
1081069278,2026,0.0,2.0,22,17,0.25,0,6.0,
1081069278,2026,,,22,527,,2,6.0,2016.0
1081069278,2026,,,22,527,,2,6.0,2015.0
1081069278,2026,,,22,527,0.25,2,8.0,2017.0
791012688,2009,0.0,1.0,9,155,0.25,0,2.0,
791012688,2010,,,9,740,,2,4.0,2016.0
791012688,2010,,,9,740,,2,4.0,2015.0
914178318,2019,0.0,2.0,9,438,0.25,0,,
44049764,1989,0.0,2.0,20,258,0.25,0,12.0,
44049764,1990,,,20,999,,2,4.0,2016.0
44049764,1990,,,20,999,,2,9.0,2015.0
44049764,1990,,,20,999,0.25,2,4.0,2017.0
901419980,2007,0.0,2.0,9,363,0.25,0,61.0,
901419980,2007,,,9,1115,,2,61.0,2016.0
901419980,2007,,,9,1115,,2,61.0,2015.0
901419980,2007,,,8,1115,0.25,2,57.0,2017.0
1220181559,2046,0.0,2.0,20,258,0.25,0,1.0,
1220181559,2046,,,20,1016,,2,1.0,2016.0
1220181559,2046,,,20,1016,,2,5.0,2015.0
1220181559,2046,,,20,1016,0.25,2,1.0,2017.0
5601451,2090,0.0,2.0,22,10,0.25,0,,
5601451,2090,,,22,512,,2,5.0,2016.0
5601451,2090,,,22,512,,2,5.0,2015.0
5601451,2090,,,22,1426,0.25,2,5.0,2017.0
69594469,2083,,,9,509,,2,2.0,2016.0
69594469,2083,,,9,509,,2,5.0,2015.0
69594469,2083,,,9,1426,0.25,2,1.0,2017.0
1099352182,2090,,,20,1239,,2,20.0,2016.0
1099352182,2090,,,20,1426,0.25,2,8.0,2017.0
1180955020,2101,0.0,2.0,9,426,0.25,0,,
1180955020,2101,,,9,1254,,2,3.0,2016.0
1180955020,2101,,,9,1254,,2,3.0,2015.0
1180955020,2101,,,9,1426,0.25,2,5.0,2017.0
27959870,2078,0.0,2.0,9,487,0.25,0,,
27959870,2078,,,9,1409,,2,10.0,2016.0
27959870,2078,,,9,1409,,2,10.0,2015.0
27959870,2078,,,9,1409,0.25,2,9.0,2017.0
765198885,2079,0.0,1.0,20,212,0.25,0,,
765198885,2079,,,20,833,,2,1.0,2016.0
765198885,2079,,,20,833,,2,6.0,2015.0
211671248,2074,,,20,1253,,2,6.0,2016.0
211671248,2074,,,20,1253,,2,6.0,2015.0
107591273,2111,,,20,1158,,2,5.0,2016.0
107591273,2111,,,20,1158,,2,5.0,2015.0
835635503,2101,0.0,2.0,9,239,0.25,1,,
835635503,2101,,,9,897,,2,75.0,2016.0
835635503,2101,,,9,897,,2,42.0,2015.0
835635503,2101,,,20,897,0.25,2,21.0,2017.0
1212906635,2079,0.0,2.0,1,310,0.25,0,,
1212906635,2079,,,1,1022,,2,15.0,2016.0
1212906635,2079,,,1,1022,,2,20.0,2015.0
441403783,2111,0.0,2.0,20,307,0.25,0,,
441403783,2071,,,20,1018,,2,1.0,2016.0
441403783,2111,,,20,1018,,2,5.0,2015.0
441403783,2113,,,20,1426,0.25,2,1.0,2017.0
940172106,2082,,,20,1159,,2,2.0,2016.0
940172106,2082,,,20,1159,,2,2.0,2015.0
940172106,2082,,,20,1426,0.25,2,5.0,2017.0
254255976,2076,0.0,2.0,20,314,0.25,0,4.0,
254255976,2076,,,20,1029,,2,4.0,2016.0
254255976,2076,,,20,1029,,2,4.0,2015.0
254255976,2076,,,20,1029,0.25,2,1.0,2017.0
885221811,2078,0.0,2.0,9,342,0.25,0,10.0,
885221811,2078,,,9,1012,,2,1.0,2016.0
885221811,2078,,,9,1012,,2,10.0,2015.0
885221811,2078,,,9,1426,0.25,2,2.0,2017.0
34170845,2108,,,20,1426,0.25,2,20.0,2017.0
838630189,2082,0.0,2.0,20,256,0.25,0,,
838630189,2082,,,20,922,,2,5.0,2016.0
1092452475,2082,0.0,2.0,20,342,0.25,0,,
1092452475,2082,,,20,1008,,2,1.0,2016.0
1092452475,2082,,,20,1008,,2,10.0,2015.0
1092452475,2082,,,20,1426,0.25,2,1.0,2017.0
307660534,2074,0.0,2.0,9,342,0.25,0,10.0,
307660534,2074,,,20,1031,,2,10.0,2016.0
1222706126,2071,0.0,2.0,20,309,0.25,0,,
1222706126,2074,,,20,1021,,2,3.0,2016.0
1222706126,2074,,,20,1021,,2,3.0,2015.0
1222706126,2074,,,20,1021,0.25,2,2.0,2017.0
46118161,2076,0.0,2.0,20,481,0.25,0,6.0,
46118161,2076,,,20,1394,,2,6.0,2016.0
46118161,2076,,,20,1394,,2,6.0,2015.0
38419352,2078,0.0,2.0,9,438,0.25,0,,
38419352,2078,,,9,1275,,2,10.0,2016.0
38419352,2078,,,9,1275,,2,10.0,2015.0
38419352,2078,,,9,1275,0.25,2,11.0,2017.0
332910652,2077,0.0,2.0,9,426,0.25,0,,
332910652,2077,,,9,1254,,2,4.0,2016.0
332910652,2077,,,9,1254,,2,25.0,2015.0
332910652,2077,,,9,1426,0.25,2,6.0,2017.0
445768797,2107,0.0,2.0,11,332,0.25,0,10.0,
445768797,2088,,,14,1051,,2,10.0,2016.0
968277892,2078,0.0,2.0,9,286,0.25,0,,
968277892,2078,,,20,993,,2,8.0,2016.0
968277892,2078,,,20,993,,2,8.0,2015.0
968277892,2078,,,20,1426,0.25,2,6.0,2017.0
473494994,2120,0.0,2.0,20,258,0.25,0,8.0,
473494994,2120,,,20,999,,2,20.0,2016.0
473494994,2120,,,20,999,,2,20.0,2015.0
473494994,2120,,,20,999,0.25,2,5.0,2017.0
131000693,2131,0.0,2.0,9,258,0.25,0,2.0,
131000693,2131,,,9,979,,2,2.0,2016.0
131000693,2131,,,9,979,,2,2.0,2015.0
131000693,2131,,,9,979,0.25,2,1.0,2017.0
817168194,2120,0.0,2.0,20,258,0.25,0,3.0,
817168194,2120,,,20,999,,2,3.0,2016.0
817168194,2120,,,20,999,,2,3.0,2015.0
817168194,2120,,,20,999,0.25,2,3.0,2017.0
279284306,2119,0.0,2.0,9,258,0.25,1,,
279284306,2119,,,9,999,,2,1.0,2016.0
279284306,2119,,,9,999,,2,2.0,2015.0
279284306,2119,,,9,999,0.25,2,2.0,2017.0
131863077,2115,,,1,1267,,2,10.0,2016.0
131863077,2115,,,1,1267,,2,10.0,2015.0
131863077,2115,,,1,1267,0.25,2,2.0,2017.0
560452849,2136,0.0,2.0,22,0,0.25,0,500.0,
560452849,2136,,,22,513,,2,5.0,2016.0
560452849,2136,,,22,513,,2,5.0,2015.0
641696825,2117,0.0,2.0,39,438,0.25,0,1.0,
641696825,2117,,,9,1275,,2,3.0,2016.0
641696825,2117,,,9,1275,,2,3.0,2015.0
641696825,2117,,,9,1275,0.25,2,1.0,2017.0
406807070,2131,0.0,2.0,9,306,0.25,0,,
406807070,2131,,,9,1018,,2,7.0,2016.0
406807070,2131,,,9,1018,,2,7.0,2015.0
1110061441,2131,0.0,2.0,9,306,0.25,0,2.0,
1110061441,2131,,,9,1018,,2,3.0,2016.0
394521948,2117,0.0,2.0,9,306,0.25,0,2.0,
394521948,2117,,,9,1058,,2,2.0,2016.0
394521948,2117,,,9,1058,,2,2.0,2015.0
394521948,2117,,,9,1058,0.25,2,1.0,2017.0
920219147,2118,,,9,1031,,2,7.0,2016.0
957243709,2117,0.0,2.0,39,478,0.25,0,4.0,
957243709,2117,,,9,1381,,2,2.0,2016.0
957243709,2117,,,9,1381,,2,3.0,2015.0
872315468,2114,0.0,2.0,39,424,0.25,0,16.0,
872315468,2114,,,9,1252,,2,3.0,2016.0
872315468,2114,,,9,1252,,2,3.0,2015.0
872315468,2114,,,9,1167,0.25,2,8.0,2017.0
291047299,2122,0.0,2.0,39,252,0.25,0,3.0,
291047299,2122,,,9,915,,2,1.0,2016.0
291047299,2122,,,9,915,,2,1.0,2015.0
291047299,2122,,,9,915,0.25,2,1.0,2017.0
354234447,2131,0.0,2.0,39,478,0.25,0,3.0,
354234447,2131,,,9,1248,,2,3.0,2016.0
354234447,2131,,,9,1381,,2,3.0,2015.0
354234447,2131,,,9,1248,0.25,2,1.0,2017.0
844295511,2114,0.0,2.0,9,306,0.25,0,2.0,
844295511,2114,,,9,1058,,2,2.0,2016.0
844295511,2114,,,9,1058,,2,2.0,2015.0
844295511,2114,,,9,1058,0.25,2,1.0,2017.0
55491638,2131,0.0,2.0,9,384,0.25,0,32.0,
55491638,2131,,,9,1154,,2,681.0,2016.0
55491638,2131,,,9,1154,,2,3.0,2015.0
55491638,2131,,,9,1154,0.25,2,154.0,2017.0
754187334,2123,0.0,2.0,39,405,0.25,0,54.0,
754187334,2123,,,9,1203,,2,43.0,2016.0
754187334,2123,,,9,1203,,2,57.0,2015.0
754187334,2123,,,9,1203,0.25,2,25.0,2017.0
851148115,2118,0.0,2.0,39,387,0.25,0,12.0,
851148115,2118,,,9,1159,,2,2.0,2016.0
851148115,2118,,,9,1159,,2,3.0,2015.0
851148115,2118,,,9,1159,0.25,2,1.0,2017.0
848455265,2115,0.0,2.0,9,258,0.25,0,3.0,
848455265,2115,,,9,1008,,2,3.0,2016.0
647578655,2115,0.0,2.0,9,258,0.25,0,4.0,
647578655,2115,,,9,999,,2,3.0,2016.0
647578655,2115,,,9,999,,2,3.0,2015.0
647578655,2115,,,9,999,0.25,2,3.0,2017.0
1047923746,2131,0.0,2.0,9,306,0.25,0,5.0,
1047923746,2131,,,9,1058,,2,7.0,2016.0
1047923746,2131,,,9,1058,,2,7.0,2015.0
1047923746,2131,,,9,1058,0.25,2,7.0,2017.0
527652263,2116,0.0,2.0,9,415,0.25,1,,
527652263,2116,,,9,1271,,2,2.0,2015.0
1073761799,2118,,,9,1017,,2,2.0,2016.0
1073761799,2118,,,9,1017,0.25,2,3.0,2017.0
908820235,2129,,,9,612,,2,2.0,2016.0
908820235,2129,,,9,612,,2,10.0,2015.0
908820235,2129,,,9,612,0.25,2,12.0,2017.0
152782330,2117,0.0,2.0,39,340,0.25,0,1.0,
152782330,2117,0.0,2.0,9,340,0.25,0,,
152782330,2117,,,9,1064,,2,1.0,2016.0
152782330,2117,,,9,1064,,2,15.0,2015.0
152782330,2117,,,20,1064,0.25,2,1.0,2017.0
1146590273,2117,,,9,1045,,2,2.0,2016.0
1146590273,2117,,,20,1398,0.25,2,2.0,2017.0
192768531,2131,0.0,2.0,9,258,0.25,0,49.0,
192768531,2131,,,9,979,,2,30.0,2016.0
192768531,2131,,,9,979,,2,5.0,2015.0
192768531,2131,,,9,979,0.25,2,30.0,2017.0
921002312,2131,0.0,1.0,9,210,0.25,1,,
921002312,2131,,,9,1010,,2,10.0,2016.0
921002312,2131,,,9,837,,2,10.0,2015.0
921002312,2131,,,9,1010,0.25,2,8.0,2017.0
1166850734,2123,,,9,1413,,2,2.0,2016.0
1166850734,2123,,,9,1413,,2,2.0,2015.0
1166850734,2124,,,9,1413,0.25,2,2.0,2017.0
75194590,2132,,2.0,39,248,0.25,1,,
75194590,2137,,,9,911,,2,14.0,2016.0
75194590,2137,,,9,911,,2,4.0,2015.0
75194590,2137,,,9,911,0.25,2,3.0,2017.0
877887130,2117,0.0,2.0,20,258,0.25,0,15.0,
